code,datetime,MOM_5
AAPL,2020-01-02,
AAPL,2020-01-03,
AAPL,2020-01-06,
AAPL,2020-01-07,
AAPL,2020-01-08,
AAPL,2020-01-09,0.03089728180694129
AAPL,2020-01-10,0.04337153015548845
AAPL,2020-01-13,0.057238173318270746
AAPL,2020-01-14,0.047890268862314844
AAPL,2020-01-15,0.02688081345313953
AAPL,2020-01-16,0.018118351784691455
AAPL,2020-01-17,0.027068039756146467
AAPL,2020-01-21,-0.0012303891386072907
AAPL,2020-01-22,0.0160548153026705
AAPL,2020-01-23,0.025342117110692897
AAPL,2020-01-24,0.00973863538676123
AAPL,2020-01-27,-0.030684273341666568
AAPL,2020-01-28,0.003537906596566609
AAPL,2020-01-29,0.020900169580517325
AAPL,2020-01-30,0.014534924572170205
AAPL,2020-01-31,-0.02764596732890512
AAPL,2020-02-03,-0.0009386908349676704
AAPL,2020-02-04,0.0036513697415558877
AAPL,2020-02-05,-0.008910353836992235
AAPL,2020-02-06,0.00413745131717369
AAPL,2020-02-07,0.03398917218101638
AAPL,2020-02-10,0.041761109239699445
AAPL,2020-02-11,0.00238350081072336
AAPL,2020-02-12,0.017887695696513717
AAPL,2020-02-13,-0.0010454670730422055
AAPL,2020-02-14,0.01537360074524563
AAPL,2020-02-18,-0.007930299766052418
AAPL,2020-02-19,0.0125465722268161
AAPL,2020-02-20,-0.021088093388262452
AAPL,2020-02-21,-0.036383807374870125
AAPL,2020-02-24,-0.08238196191909775
AAPL,2020-02-25,-0.09692794177973163
AAPL,2020-02-26,-0.09569866413689443
AAPL,2020-02-27,-0.14605057933856025
AAPL,2020-02-28,-0.12678487139138517
AAPL,2020-03-02,0.002112834188367385
AAPL,2020-03-03,0.004304432136045255
AAPL,2020-03-04,0.03447803365223945
AAPL,2020-03-05,0.07092726379530823
AAPL,2020-03-06,0.05732372793180218
AAPL,2020-03-09,-0.10923323984318489
AAPL,2020-03-10,-0.013756431928567014
AAPL,2020-03-11,-0.09020941547051953
AAPL,2020-03-12,-0.1525673072905982
AAPL,2020-03-13,-0.03826591566724935
AAPL,2020-03-16,-0.09001767857058918
AAPL,2020-03-17,-0.11382910262982293
AAPL,2020-03-18,-0.10441852837969745
AAPL,2020-03-19,-0.013898388621933377
AAPL,2020-03-20,-0.17530667163198066
AAPL,2020-03-23,-0.07365513852511807
AAPL,2020-03-24,-0.023649433335065195
AAPL,2020-03-25,-0.00466207445178124
AAPL,2020-03-26,0.05580522808330324
AAPL,2020-03-27,0.08070144633001974
AAPL,2020-03-30,0.13566877525449672
AAPL,2020-03-31,0.030014534416578753
AAPL,2020-04-01,-0.018776476580848023
AAPL,2020-04-02,-0.05227522689212172
AAPL,2020-04-03,-0.025550987691527083
AAPL,2020-04-06,0.030061629196271866
AAPL,2020-04-07,0.020213140608583924
AAPL,2020-04-08,0.10443735535946352
AAPL,2020-04-09,0.09414934164113875
AAPL,2020-04-13,0.13189178515756805
AAPL,2020-04-14,0.09364874636319698
AAPL,2020-04-15,0.09636511084222787
AAPL,2020-04-16,0.07749838219104888
AAPL,2020-04-17,0.05526324899538748
AAPL,2020-04-20,0.013467493781450068
AAPL,2020-04-21,-0.0650757480235602
AAPL,2020-04-22,-0.02928659700723224
AAPL,2020-04-23,-0.04067112059302613
AAPL,2020-04-24,0.0006011790490558777
AAPL,2020-04-27,0.022532845545764735
AAPL,2020-04-28,0.038044459667034625
AAPL,2020-04-29,0.04212243616703204
AAPL,2020-04-30,0.06824706067331299
AAPL,2020-05-01,0.0215570769947373
AAPL,2020-05-04,0.03527912476835926
AAPL,2020-05-05,0.0681312797084388
AAPL,2020-05-06,0.04483367533426086
AAPL,2020-05-07,0.03383254885773046
AAPL,2020-05-08,0.07285431565016354
AAPL,2020-05-11,0.07453269828956444
AAPL,2020-05-12,0.046545255468313895
AAPL,2020-05-13,0.023350926054132026
AAPL,2020-05-14,0.01909533975447686
AAPL,2020-05-15,-0.007803222486159722
AAPL,2020-05-18,-0.0001587832417899726
AAPL,2020-05-19,0.0055554123694923074
AAPL,2020-05-20,0.037640231820515124
AAPL,2020-05-21,0.023615679255668542
AAPL,2020-05-22,0.03633298724065481
AAPL,2020-05-26,0.005619823403832047
AAPL,2020-05-27,0.015871400877031983
AAPL,2020-05-28,-0.0030699212248253005
AAPL,2020-05-29,0.0034401019942997824
AAPL,2020-06-01,0.009282170400792822
AAPL,2020-06-02,0.02086946333559725
AAPL,2020-06-03,0.022036434215913836
AAPL,2020-06-04,0.012788711152297738
AAPL,2020-06-05,0.04264954851377256
AAPL,2020-06-08,0.03607265847877117
AAPL,2020-06-09,0.0638646444311366
AAPL,2020-06-10,0.08526083180676602
AAPL,2020-06-11,0.0421320000734724
AAPL,2020-06-12,0.022021079315139414
AAPL,2020-06-15,0.028579136998450716
AAPL,2020-06-16,0.023518115548590623
AAPL,2020-06-17,-0.003542682272343556
AAPL,2020-06-18,0.0471271729011169
AAPL,2020-06-19,0.03223144575320136
AAPL,2020-06-22,0.0462987414646161
AAPL,2020-06-23,0.04104184491629814
AAPL,2020-06-24,0.024090563750178928
AAPL,2020-06-25,0.03727286538558139
AAPL,2020-06-26,0.011180383302245911
AAPL,2020-06-29,0.00810879622621874
AAPL,2020-06-30,-0.004719971058548378
AAPL,2020-07-01,0.01124809148594652
AAPL,2020-07-02,-0.0020009072296229835
AAPL,2020-07-06,0.05717840947179731
AAPL,2020-07-07,0.03015645889469143
AAPL,2020-07-08,0.04542217072008925
AAPL,2020-07-09,0.05190745976332867
AAPL,2020-07-10,0.05374751616691653
AAPL,2020-07-13,0.021559442094437165
AAPL,2020-07-14,0.0416968752666369
AAPL,2020-07-15,0.024988853085750717
AAPL,2020-07-16,0.008041530230895155
AAPL,2020-07-17,0.0042483447506469485
AAPL,2020-07-20,0.03016414574954185
AAPL,2020-07-21,-0.0005924606027849499
AAPL,2020-07-22,-0.004630334067165731
AAPL,2020-07-23,-0.03809990311741862
AAPL,2020-07-24,-0.03854041212947623
AAPL,2020-07-27,-0.036067414039528956
AAPL,2020-07-28,-0.038633995449420255
AAPL,2020-07-29,-0.022950969595286974
AAPL,2020-07-30,0.03602780092330082
AAPL,2020-07-31,0.14733039558594885
AAPL,2020-08-03,0.14900857299015602
AAPL,2020-08-04,0.1760006224437103
AAPL,2020-08-05,0.1580650140967994
AAPL,2020-08-06,0.1841406949466904
AAPL,2020-08-07,0.04566629792935806
AAPL,2020-08-10,0.034790599339321604
AAPL,2020-08-11,-0.0026444254147294233
AAPL,2020-08-12,0.026780257910100858
AAPL,2020-08-13,0.009723279418340836
AAPL,2020-08-14,0.03415455565047942
AAPL,2020-08-17,0.016677361230839072
AAPL,2020-08-18,0.056571428571428495
AAPL,2020-08-19,0.023869520005708633
AAPL,2020-08-20,0.02838882991916658
AAPL,2020-08-21,0.08234885821513305
AAPL,2020-08-24,0.09816111667856275
AAPL,2020-08-25,0.08015140679928345
AAPL,2020-08-26,0.09346846794869546
AAPL,2020-08-27,0.05694356815440793
AAPL,2020-08-28,0.0035177292782686553
AAPL,2020-08-31,0.025286495945719967
AAPL,2020-09-01,0.07494489049671693
AAPL,2020-09-02,0.03855041472706966
AAPL,2020-09-03,-0.03303739550625584
AAPL,2020-09-04,-0.03082750297409309
AAPL,2020-09-08,-0.12569741502808696
AAPL,2020-09-09,-0.12565206365524095
AAPL,2020-09-10,-0.13630134600176758
AAPL,2020-09-11,-0.07346126286553056
AAPL,2020-09-14,-0.04629628403196595
AAPL,2020-09-15,0.024109211381498685
AAPL,2020-09-16,-0.044238002513694474
AAPL,2020-09-17,-0.02775576337273411
AAPL,2020-09-18,-0.04607146126883366
AAPL,2020-09-21,-0.045769753392521206
AAPL,2020-09-22,-0.032283220766638476
AAPL,2020-09-23,-0.04468023392092957
AAPL,2020-09-24,-0.019213296968902394
AAPL,2020-09-25,0.050917284049708966
AAPL,2020-09-28,0.04433136966065421
AAPL,2020-09-29,0.020391725508285052
AAPL,2020-09-30,0.08112392260267187
AAPL,2020-10-01,0.07919053408017085
AAPL,2020-10-02,0.006590647237395331
